RESULT	增救.v 2100005001	救 1.0	保护 0.9	杀 0.8	护 0.7	接 0.6	放 0.5	保住 0.3999999999999999	延接 0.29999999999999993	生杀 0.19999999999999996
RESULT	产品.v 2102001006	产品 1.0	品 0.9	其 0.8	好 0.7	产 0.6	高 0.5	生产 0.3999999999999999	品牌 0.29999999999999993	企业 0.19999999999999996	服务 0.09999999999999998
RESULT	产品.v 2102003009	产品 1.0	抓 0.9	好 0.8	品 0.7	的 0.6	品牌 0.5	市场 0.3999999999999999	生产 0.29999999999999993	企业 0.19999999999999996	质量 0.09999999999999998
RESULT	产品.v 2102003016	产品 1.0	品 0.9	产 0.8	牌 0.7	人 0.6	ip 0.5	品牌 0.3999999999999999	企业 0.29999999999999993	市场 0.19999999999999996	业务 0.09999999999999998
RESULT	产品.v 2102006005	产品 1.0	了 0.9	非 0.8	的 0.7	其 0.6	该 0.5	工程 0.3999999999999999	企业 0.29999999999999993	生产 0.19999999999999996	公司 0.09999999999999998
RESULT	产品.v 2102006019	产品 1.0	照 0.9	其 0.8	按 0.7	总 0.6	原 0.5	工程 0.3999999999999999	企业 0.29999999999999993	生产 0.19999999999999996	项目 0.09999999999999998
RESULT	产品.v 2102006033	产品 1.0	其 0.9	被 0.8	各 0.7	总 0.6	该 0.5	工程 0.3999999999999999	品质 0.29999999999999993	质量 0.19999999999999996	工艺 0.09999999999999998
RESULT	产品.v 2102008037	产品 1.0	品 0.9	目 0.8	件 0.7	产 0.6	新 0.5	品种 0.3999999999999999	工序 0.29999999999999993	商品 0.19999999999999996	生产 0.09999999999999998
RESULT	产品.v 2102009007	产品 1.0	把 0.9	好 0.8	其 0.7	品 0.6	让 0.5	生产 0.3999999999999999	企业 0.29999999999999993	品牌 0.19999999999999996	公司 0.09999999999999998
RESULT	产品.v 2102009021	产品 1.0	品 0.9	新 0.8	厂 0.7	好 0.6	企业 0.5	公司 0.3999999999999999	品牌 0.29999999999999993	厂家 0.19999999999999996	生产 0.09999999999999998
RESULT	产品.v 2102012003	产品 1.0	品 0.9	量 0.8	产 0.7	货 0.6	的 0.5	产量 0.3999999999999999	生产 0.29999999999999993	工艺 0.19999999999999996	规格 0.09999999999999998
RESULT	产品.v 2102016011	产品 1.0	品 0.9	高 0.8	好 0.7	产 0.6	其 0.5	品牌 0.3999999999999999	生产 0.29999999999999993	企业 0.19999999999999996	服务 0.09999999999999998
RESULT	产品.v 2104010002	产品 1.0	品 0.9	业 0.8	物 0.7	产 0.6	类 0.5	生产 0.3999999999999999	用品 0.29999999999999993	品类 0.19999999999999996	产业 0.09999999999999998
RESULT	比试.v 2101042015	比试 1.0	试 0.9	比 0.8	较 0.7	拼 0.6	争 0.5	比较 0.3999999999999999	比赛 0.29999999999999993	测试 0.19999999999999996	试试 0.09999999999999998
RESULT	好.v 2101043001	好 1.0	包好 0.9	不好 0.8	装好 0.7	做好 0.6	管好 0.5	一下 0.3999999999999999	真好 0.29999999999999993	一点 0.19999999999999996	一包 0.09999999999999998
RESULT	好.v 2107005019	好 1.0	好好 0.9	好几 0.8	一好 0.7	很好 0.6	将近 0.5	上好 0.3999999999999999	几好 0.29999999999999993	大概 0.19999999999999996	不好 0.09999999999999998
RESULT	服务.v 2101043003	服务 1.0	我 0.9	人 0.8	服 0.7	你 0.6	您 0.5	客服 0.3999999999999999	务工 0.29999999999999993	务实 0.19999999999999996	管理 0.09999999999999998
RESULT	服务.v 2106003049	服务 1.0	服 0.9	务 0.8	， 0.7	信 0.6	爱 0.5	务实 0.3999999999999999	帮助 0.29999999999999993	信任 0.19999999999999996	协助 0.09999999999999998
RESULT	服务.v 2107003009	服务 1.0	服 0.9	务 0.8	人 0.7	工 0.6	事 0.5	务工 0.3999999999999999	工作 0.29999999999999993	劳务 0.19999999999999996	活动 0.09999999999999998
RESULT	服务.v 2107003021	服务 1.0	认 0.9	公 0.8	签 0.7	婚 0.6	新 0.5	婚姻 0.3999999999999999	工作 0.29999999999999993	结婚 0.19999999999999996	业务 0.09999999999999998
RESULT	还.v 2101043004	还 1.0	还是 0.9	还要 0.8	人员 0.7	更是 0.6	仍然 0.5	也 0.3999999999999999	真心 0.29999999999999993	更加 0.19999999999999996	真的 0.09999999999999998
RESULT	还.v 2102006017	还 1.0	还要 0.9	也 0.8	一律 0.7	仍要 0.6	应当 0.5	尚应 0.3999999999999999	并且 0.29999999999999993	尚可 0.19999999999999996	又 0.09999999999999998
RESULT	还.v 2103021010	还 1.0	还是 0.9	仍然 0.8	更是 0.7	恐怕 0.6	也 0.5	更加 0.3999999999999999	倒是 0.29999999999999993	尚且 0.19999999999999996	其实 0.09999999999999998
RESULT	还.v 2105007023	还 1.0	可以 0.9	回家 0.8	能 0.7	拿回 0.6	拿得 0.5	回 0.3999999999999999	给 0.29999999999999993	帮忙 0.19999999999999996	补 0.09999999999999998
RESULT	热情.v 2101043006	热情 1.0	好 0.9	热 0.8	真 0.7	nice 0.6	快 0.5	温情 0.3999999999999999	热忱 0.29999999999999993	贴心 0.19999999999999996	热心 0.09999999999999998
RESULT	顾客.v 2101043010	顾客 1.0	客 0.9	您 0.8	我 0.7	人 0.6	你 0.5	客户 0.3999999999999999	客人 0.29999999999999993	服务 0.19999999999999996	店员 0.09999999999999998
RESULT	做到.v 2101043011	做到 1.0	到 0.9	做 0.8	的 0.7	也 0.6	是 0.5	作到 0.3999999999999999	讲到 0.29999999999999993	办到 0.19999999999999996	不到 0.09999999999999998
RESULT	做到.v 2102009026	做到 1.0	到 0.9	连 0.8	做 0.7	对 0.6	从 0.5	做成 0.3999999999999999	不到 0.29999999999999993	作到 0.19999999999999996	走到 0.09999999999999998
RESULT	百挑不厌.v 2101043012	百挑不厌 1.0	不厌 0.9	耐心 0.8	一致 0.7	挑剔 0.6	很好 0.5	无私 0.3999999999999999	真诚 0.29999999999999993	专业 0.19999999999999996	优质 0.09999999999999998
RESULT	百问不烦.v 2101043014	百问不烦 1.0	百问 0.9	不问 0.8	问好 0.7	不烦 0.6	很好 0.5	呵呵 0.3999999999999999	无私 0.29999999999999993	求真 0.19999999999999996	不惑 0.09999999999999998
RESULT	真情.v 2101043017	真情 1.0	心 0.9	情 0.8	爱 0.7	诚 0.6	真 0.5	真心 0.3999999999999999	真诚 0.29999999999999993	诚意 0.19999999999999996	实情 0.09999999999999998
RESULT	赢得.v 2101043018	赢得 1.0	赢 0.9	获 0.8	赚 0.7	让 0.6	换 0.5	获得 0.3999999999999999	赚得 0.29999999999999993	输得 0.19999999999999996	挣得 0.09999999999999998
RESULT	回头客.v 2101043020	顾客 1.0	回头 0.9	客户 0.8	客人 0.7	客源 0.6	头绪 0.5	粉丝 0.3999999999999999	朋友 0.29999999999999993	头衔 0.19999999999999996	游客 0.09999999999999998
RESULT	火.v 2101044003	火 1.0	火爆 0.9	火热 0.8	开火 0.7	大火 0.6	热闹 0.5	上火 0.3999999999999999	爆发 0.29999999999999993	热 0.19999999999999996	热卖 0.09999999999999998
RESULT	越.v 2101044010	越 1.0	就越 0.9	愈 0.8	渐 0.7	要能 0.6	又 0.5	也 0.3999999999999999	在 0.29999999999999993	变 0.19999999999999996	能 0.09999999999999998
RESULT	越.v 2101044012	越 1.0	越大 0.9	得越 0.8	这么 0.7	就越 0.6	这个 0.5	个头 0.3999999999999999	很 0.29999999999999993	愈 0.19999999999999996	出来 0.09999999999999998
RESULT	开.v 2101044017	开 1.0	旁开 0.9	另开 0.8	开起 0.7	开设 0.6	另设 0.5	新建 0.3999999999999999	新设 0.29999999999999993	搞 0.19999999999999996	開 0.09999999999999998
RESULT	屋.v 2101044025	屋 1.0	店 0.9	房 0.8	馆 0.7	村 0.6	院 0.5	卖场 0.3999999999999999	会馆 0.29999999999999993	小屋 0.19999999999999996	坊 0.09999999999999998
RESULT	悟出.v 2101045014	悟出 1.0	悟 0.9	出 0.8	得 0.7	明 0.6	有 0.5	摸出 0.3999999999999999	得出 0.29999999999999993	明白 0.19999999999999996	想出 0.09999999999999998
RESULT	理儿.v 2101045017	理 1.0	道 0.9	话 0.8	道儿 0.7	字 0.6	词 0.5	理论 0.3999999999999999	道理 0.29999999999999993	话儿 0.19999999999999996	事儿 0.09999999999999998
RESULT	生命.v 2101045023	生命 1.0	根 0.9	命 0.8	生 0.7	魂 0.6	本 0.5	命脉 0.3999999999999999	根子 0.29999999999999993	财富 0.19999999999999996	养分 0.09999999999999998
RESULT	生命.v 2102001011	生命 1.0	命 0.9	血 0.8	死 0.7	人 0.6	钱 0.5	财富 0.3999999999999999	命运 0.29999999999999993	荣誉 0.19999999999999996	命脉 0.09999999999999998
RESULT	生命.v 2102002000	生命 1.0	命 0.9	人 0.8	爱 0.7	生 0.6	心 0.5	寿命 0.3999999999999999	命运 0.29999999999999993	人生 0.19999999999999996	人命 0.09999999999999998
RESULT	生命.v 2102002009	生命 1.0	人 0.9	命 0.8	爱 0.7	心 0.6	死 0.5	命运 0.3999999999999999	生活 0.29999999999999993	身体 0.19999999999999996	人生 0.09999999999999998
RESULT	生命.v 2102002014	生命 1.0	人 0.9	命 0.8	爱 0.7	心 0.6	生 0.5	人生 0.3999999999999999	生活 0.29999999999999993	命运 0.19999999999999996	寿命 0.09999999999999998
RESULT	生命.v 2102016016	生命 1.0	命 0.9	生 0.8	死 0.7	人 0.6	根 0.5	命运 0.3999999999999999	财富 0.29999999999999993	使命 0.19999999999999996	存在 0.09999999999999998
RESULT	也是.v 2101045025	是 1.0	也 0.9	更是 0.8	和 0.7	又是 0.6	更 0.5	为 0.3999999999999999	还是 0.29999999999999993	既是 0.19999999999999996	就是 0.09999999999999998
RESULT	商户.v 2101045027	商户 1.0	人 0.9	家 0.8	店 0.7	商 0.6	厂 0.5	企业 0.3999999999999999	商家 0.29999999999999993	客户 0.19999999999999996	厂家 0.09999999999999998
RESULT	命根子.v 2101045029	根子 1.0	命根 0.9	生命 0.8	根本 0.7	命脉 0.6	根基 0.5	命运 0.3999999999999999	灵魂 0.29999999999999993	财富 0.19999999999999996	基础 0.09999999999999998
RESULT	常.v 2102001004	常 1.0	常常 0.9	经常 0.8	常会 0.7	往往 0.6	总是 0.5	通常 0.3999999999999999	时常 0.29999999999999993	不常 0.19999999999999996	甚至 0.09999999999999998
RESULT	比作.v 2102001008	比作 1.0	作 0.9	是 0.8	当 0.7	比 0.6	为 0.5	当作 0.3999999999999999	看作 0.29999999999999993	比做 0.19999999999999996	视作 0.09999999999999998
RESULT	宝贵.v 2102002002	宝贵 1.0	贵 0.9	美 0.8	好 0.7	珍贵 0.6	苦 0.5	真 0.3999999999999999	贵重 0.29999999999999993	贵贱 0.19999999999999996	危险 0.09999999999999998
RESULT	热爱.v 2102002007	爱 1.0	热爱 0.9	惜 0.8	热 0.7	珍惜 0.6	爱惜 0.5	懂 0.3999999999999999	关心 0.29999999999999993	敬 0.19999999999999996	关注 0.09999999999999998
RESULT	势必.v 2102002018	势必 1.0	必 0.9	会 0.8	将 0.7	要 0.6	就 0.5	必然 0.3999999999999999	必将 0.29999999999999993	必会 0.19999999999999996	随之 0.09999999999999998
RESULT	打折扣.v 2102002020	折扣 1.0	打折 0.9	折腾 0.8	折损 0.7	降低 0.6	下降 0.5	挫折 0.3999999999999999	不同 0.29999999999999993	提高 0.19999999999999996	减少 0.09999999999999998
RESULT	道理.v 2102003001	道理 1.0	的 0.9	地 0.8	说 0.7	是 0.6	理 0.5	理由 0.3999999999999999	理论 0.29999999999999993	理解 0.19999999999999996	的话 0.09999999999999998
RESULT	重视.v 2102003007	重视 1.0	重 0.9	去 0.8	会 0.7	只 0.6	视 0.5	注重 0.3999999999999999	注视 0.29999999999999993	注意 0.19999999999999996	轻视 0.09999999999999998
RESULT	重视.v 2102005006	重视 1.0	视 0.9	重 0.8	在 0.7	以 0.6	要 0.5	注重 0.3999999999999999	注视 0.29999999999999993	轻视 0.19999999999999996	严格 0.09999999999999998
RESULT	难以.v 2102003018	难以 1.0	难 0.9	无法 0.8	不 0.7	能 0.6	未 0.5	会 0.3999999999999999	不能 0.29999999999999993	难于 0.19999999999999996	可以 0.09999999999999998
RESULT	难以.v 2103019008	难以 1.0	难 0.9	未 0.8	可 0.7	被 0.6	能 0.5	难于 0.3999999999999999	无法 0.29999999999999993	可以 0.19999999999999996	不能 0.09999999999999998
RESULT	难以.v 2104008021	难以 1.0	难 0.9	不 0.8	能 0.7	可 0.6	易 0.5	难于 0.3999999999999999	无法 0.29999999999999993	无力 0.19999999999999996	不能 0.09999999999999998
RESULT	长久.v 2102003022	长久 1.0	久 0.9	长 0.8	的 0.7	永 0.6	能 0.5	长远 0.3999999999999999	长期 0.29999999999999993	永久 0.19999999999999996	持久 0.09999999999999998
RESULT	立足.v 2102003023	立足 1.0	立 0.9	了 0.8	的 0.7	走 0.6	存 0.5	屹立 0.3999999999999999	站稳 0.29999999999999993	建立 0.19999999999999996	稳定 0.09999999999999998
RESULT	会战.v 2102004006	会战 1.0	战 0.9	的 0.8	会 0.7	最 0.6	区 0.5	战争 0.3999999999999999	战役 0.29999999999999993	战后 0.19999999999999996	大战 0.09999999999999998
RESULT	主要.v 2102004009	主要 1.0	要 0.9	主 0.8	并 0.7	曾 0.6	现 0.5	专要 0.3999999999999999	专业 0.29999999999999993	专门 0.19999999999999996	重点 0.09999999999999998
RESULT	承担.v 2102004010	承担 1.0	担 0.9	负 0.8	承 0.7	做 0.6	为 0.5	负责 0.3999999999999999	负担 0.29999999999999993	承揽 0.19999999999999996	承接 0.09999999999999998
RESULT	油田.v 2102004011	油田 1.0	各 0.9	油 0.8	了 0.7	着 0.6	过 0.5	油井 0.3999999999999999	石油 0.29999999999999993	大庆 0.19999999999999996	油区 0.09999999999999998
RESULT	钻井.v 2102004012	钻井 1.0	井 0.9	钻 0.8	内 0.7	各 0.6	机 0.5	油井 0.3999999999999999	开采 0.29999999999999993	井下 0.19999999999999996	矿井 0.09999999999999998
RESULT	设备.v 2102004013	设备 1.0	机 0.9	设 0.8	车 0.7	备 0.6	器 0.5	装备 0.3999999999999999	机械 0.29999999999999993	备件 0.19999999999999996	部件 0.09999999999999998
RESULT	修理.v 2102004015	修理 1.0	修 0.9	理 0.8	改 0.7	维 0.6	维修 0.5	补 0.3999999999999999	维护 0.29999999999999993	整理 0.19999999999999996	整修 0.09999999999999998
RESULT	井下工具.v 2102004017	工具 1.0	井下 0.9	机械 0.8	机具 0.7	设备 0.6	车辆 0.5	钻井 0.3999999999999999	开发 0.29999999999999993	加工 0.19999999999999996	钻机 0.09999999999999998
RESULT	制造.v 2102004018	制造 1.0	的 0.9	制 0.8	等 0.7	造 0.6	厂 0.5	制作 0.3999999999999999	生产 0.29999999999999993	制成 0.19999999999999996	製造 0.09999999999999998
RESULT	制造.v 2102015013	制造 1.0	制 0.9	产 0.8	内 0.7	中 0.6	做 0.5	生产 0.3999999999999999	制作 0.29999999999999993	设计 0.19999999999999996	打造 0.09999999999999998
RESULT	任务.v 2102004019	任务 1.0	等 0.9	业 0.8	任 0.7	的 0.6	工 0.5	业务 0.3999999999999999	工作 0.29999999999999993	服务 0.19999999999999996	工务 0.09999999999999998
RESULT	任务.v 2104015006	任务 1.0	量 0.9	， 0.8	地 0.7	额 0.6	户 0.5	项目 0.3999999999999999	业务 0.29999999999999993	工作 0.19999999999999996	服务 0.09999999999999998
RESULT	建厂.v 2102005000	建厂 1.0	厂 0.9	这 0.8	近 0.7	建 0.6	在 0.5	开厂 0.3999999999999999	设厂 0.29999999999999993	办厂 0.19999999999999996	工厂 0.09999999999999998
RESULT	始终.v 2102005005	始终 1.0	终 0.9	还 0.8	也 0.7	更 0.6	始 0.5	持续 0.3999999999999999	依然 0.29999999999999993	一直 0.19999999999999996	历来 0.09999999999999998
RESULT	始终.v 2102015019	始终 1.0	仍 0.9	也 0.8	终 0.7	始 0.6	还 0.5	一直 0.3999999999999999	依然 0.29999999999999993	长期 0.19999999999999996	永远 0.09999999999999998
RESULT	强化.v 2102005007	强化 1.0	对 0.9	了 0.8	化 0.7	以 0.6	的 0.5	加强 0.3999999999999999	深化 0.29999999999999993	增强 0.19999999999999996	弱化 0.09999999999999998
RESULT	强化.v 2107007010	强化 1.0	强 0.9	化 0.8	加 0.7	重 0.6	善 0.5	加强 0.3999999999999999	深化 0.29999999999999993	优化 0.19999999999999996	进化 0.09999999999999998
RESULT	全员.v 2102005008	全员 1.0	了 0.9	对 0.8	员 0.7	的 0.6	全 0.5	全体 0.3999999999999999	员工 0.29999999999999993	职工 0.19999999999999996	整体 0.09999999999999998
RESULT	教育.v 2102005012	教育 1.0	教 0.9	育 0.8	培 0.7	人 0.6	课 0.5	培育 0.3999999999999999	培养 0.29999999999999993	培训 0.19999999999999996	训练 0.09999999999999998
RESULT	使.v 2102005014	使 1.0	使得 0.9	促使 0.8	确保 0.7	引导 0.6	促进 0.5	帮助 0.3999999999999999	终使 0.29999999999999993	以使 0.19999999999999996	导致 0.09999999999999998
RESULT	使.v 2102008022	使 1.0	使得 0.9	以使 0.8	确保 0.7	即使 0.6	而使 0.5	并且 0.3999999999999999	其中 0.29999999999999993	让 0.19999999999999996	以便 0.09999999999999998
RESULT	全体.v 2102005015	全体 1.0	全 0.9	体 0.8	各 0.7	其 0.6	工 0.5	全部 0.3999999999999999	全厂 0.29999999999999993	整体 0.19999999999999996	普通 0.09999999999999998
RESULT	全体.v 2102007007	全体 1.0	全 0.9	各 0.8	体 0.7	新 0.6	对 0.5	整体 0.3999999999999999	所有 0.29999999999999993	一体 0.19999999999999996	广大 0.09999999999999998
RESULT	职工.v 2102005016	职工 1.0	员 0.9	人 0.8	工 0.7	职 0.6	都 0.5	员工 0.3999999999999999	人员 0.29999999999999993	工人 0.19999999999999996	人工 0.09999999999999998
RESULT	职工.v 2102014005	职工 1.0	了 0.9	人 0.8	市 0.7	工 0.6	完 0.5	员工 0.3999999999999999	工人 0.29999999999999993	工会 0.19999999999999996	业主 0.09999999999999998
RESULT	职工.v 2102014009	职工 1.0	工 0.9	他 0.8	人 0.7	我 0.6	她 0.5	员工 0.3999999999999999	工人 0.29999999999999993	同事 0.19999999999999996	司机 0.09999999999999998
RESULT	牢固.v 2102005017	牢固 1.0	都 0.9	牢 0.8	均 0.7	固 0.6	， 0.5	牢牢 0.3999999999999999	坚固 0.29999999999999993	牢实 0.19999999999999996	深固 0.09999999999999998
RESULT	树立.v 2102005018	树立 1.0	了 0.9	以 0.8	树 0.7	有 0.6	起 0.5	建立 0.3999999999999999	立足 0.29999999999999993	坚持 0.19999999999999996	秉承 0.09999999999999998
RESULT	信誉.v 2102005022	信誉 1.0	信 0.9	誉 0.8	诚 0.7	人 0.6	德 0.5	诚信 0.3999999999999999	信用 0.29999999999999993	信任 0.19999999999999996	服务 0.09999999999999998
RESULT	用户.v 2102005025	用户 1.0	户 0.9	人 0.8	客 0.7	用 0.6	信 0.5	客户 0.3999999999999999	使用 0.29999999999999993	用人 0.19999999999999996	产品 0.09999999999999998
RESULT	至上.v 2102005026	至上 1.0	至 0.9	上 0.8	好 0.7	为 0.6	化 0.5	第一 0.3999999999999999	至尊 0.29999999999999993	最上 0.19999999999999996	为先 0.09999999999999998
RESULT	思想.v 2102005028	思想 1.0	心 0.9	想 0.8	观 0.7	思 0.6	理 0.5	观念 0.3999999999999999	理想 0.29999999999999993	意识 0.19999999999999996	理念 0.09999999999999998
RESULT	建立.v 2102005030	建立 1.0	并 0.9	且 0.8	建 0.7	已 0.6	而 0.5	立法 0.3999999999999999	创立 0.29999999999999993	设立 0.19999999999999996	建设 0.09999999999999998
RESULT	建立.v 2106004021	建立 1.0	建 0.9	立 0.8	与 0.7	搞 0.6	有 0.5	建设 0.3999999999999999	构建 0.29999999999999993	创建 0.19999999999999996	形成 0.09999999999999998
RESULT	健全.v 2102005031	健全 1.0	了 0.9	起 0.8	好 0.7	健 0.6	全 0.5	完全 0.3999999999999999	形成 0.29999999999999993	安全 0.19999999999999996	严格 0.09999999999999998
RESULT	岗位.v 2102005034	岗位 1.0	岗 0.9	位 0.8	以 0.7	人 0.6	单位 0.5	职位 0.3999999999999999	工作 0.29999999999999993	企业 0.19999999999999996	位置 0.09999999999999998
RESULT	责任制.v 2102005035	责任 1.0	任务 0.9	管理 0.8	职责 0.7	负责 0.6	工作 0.5	要求 0.3999999999999999	制度 0.29999999999999993	任职 0.19999999999999996	认证 0.09999999999999998
RESULT	中心.v 2102005037	中心 1.0	主 0.9	心 0.8	中 0.7	核心 0.6	首 0.5	核 0.3999999999999999	基础 0.29999999999999993	主体 0.19999999999999996	轴心 0.09999999999999998
RESULT	规章制度.v 2102005040	规章制度 1.0	制度 0.9	规章 0.8	章程 0.7	规范 0.6	标准 0.5	规定 0.3999999999999999	法规 0.29999999999999993	体系 0.19999999999999996	模式 0.09999999999999998
RESULT	完善.v 2102005043	完善 1.0	有 0.9	建 0.8	立 0.7	建立 0.6	形成 0.5	定 0.3999999999999999	健全 0.29999999999999993	设 0.19999999999999996	完成 0.09999999999999998
RESULT	主体.v 2102005049	主体 1.0	主 0.9	首 0.8	辅 0.7	本 0.6	体 0.5	中心 0.3999999999999999	主导 0.29999999999999993	核心 0.19999999999999996	导向 0.09999999999999998
RESULT	工作.v 2102005052	工作 1.0	工 0.9	作 0.8	人 0.7	员 0.6	者 0.5	操作 0.3999999999999999	工程 0.29999999999999993	工人 0.19999999999999996	制作 0.09999999999999998
RESULT	工作.v 2102005056	工作 1.0	以 0.9	作 0.8	有 0.7	用 0.6	工 0.5	工程 0.3999999999999999	操作 0.29999999999999993	工艺 0.19999999999999996	技术 0.09999999999999998
RESULT	工作.v 2102009009	工作 1.0	工 0.9	也 0.8	都 0.7	作 0.6	的 0.5	管理 0.3999999999999999	操作 0.29999999999999993	工程 0.19999999999999996	制度 0.09999999999999998
RESULT	基础.v 2102005054	基础 1.0	主 0.9	基 0.8	本 0.7	辅 0.6	首 0.5	基本 0.3999999999999999	根本 0.29999999999999993	根基 0.19999999999999996	根据 0.09999999999999998
RESULT	基础.v 2102008002	基础 1.0	之 0.9	础 0.8	以 0.7	点 0.6	同 0.5	基本 0.3999999999999999	原则 0.29999999999999993	本质 0.19999999999999996	结构 0.09999999999999998
