RESULT	增救.v 2100005001	救 2.360103017165401	保护 1.7931066188209615	保住 1.736622187260124	杀 1.544793045988785	生杀 1.5016750371595946	护 1.4228846120780734	放 1.4215957318614216	接 1.3371678831635874	延接 1.3201661652760588
RESULT	多少.v 2101033022	少少 2.469393990115118	几 2.4301875464600133	什么 2.404751456329587	几个 2.3778388682573426	哪几 2.369854578625757	几多 2.330576758434548	多么 2.275004882673792	哪个 2.268398081328647	怎么 2.2427656386203774	少 2.2422220773650925
RESULT	针.v 2101033023	小针 2.530667081948079	长针 2.472726974885182	一针 2.458227270386428	丝 2.402332356050259	线 2.3961194333106133	根 2.394455667937699	刀 2.375001249701124	根线 2.334556179343062	条 2.3277510321211223	米 2.2823021538994683
RESULT	龟.v 2101033028	蛇 2.4842612030345497	乌龟 2.473199621300954	老龟 2.471886682127991	鸡 2.455710839308037	龙 2.4251323797974624	乌 2.383913126182517	鳖 2.3829749245244556	老虎 2.2987263135127036	马 2.293375348940687	老鼠 2.240437351200354
RESULT	爪儿.v 2101033029	爪子 2.7693409158039444	爪 2.698131888791448	脚儿 2.59256943248437	角儿 2.5199021577083327	蹄子 2.496981028008115	脚 2.4565495006095257	钳子 2.3945541997196735	趾头 2.384399545148321	指头 2.3647646062715393	趾 2.35847580922199
RESULT	方言.v 2101033032	话 2.3522694716700983	语言 2.341381630427917	官话 2.334432679035487	谚语 2.326601791276405	口语 2.311503683273321	语 2.2915285187978607	人语 2.2467470499397124	法语 2.246436607423725	人话 2.226460131391468	人 2.2250818763196722
RESULT	规定.v 2101033036	规则 2.6652905239081637	规矩 2.563521676631196	法规 2.5515382992649167	标准 2.490675060512857	约定 2.469245576284526	法定 2.4691391813283676	指定 2.454164487266129	协定 2.4401736706660655	指示 2.4379275251585844	限制 2.4298503312984954
RESULT	规定.v 2104008011	限定 2.8854990621916183	指定 2.8441139866255614	制定 2.812256885800855	规范 2.8060157143018873	确定 2.8023604756060188	法定 2.788686168713412	认定 2.7635599146967467	标准 2.7539091735539496	法规 2.745476103044431	约定 2.7420947067643135
RESULT	编者注.v 2101033038	编者 2.584187687023296	译注 2.5126319207660135	编辑 2.4904741774990944	记者 2.4453334319995452	作者 2.3551732581768907	读者 2.3239759821894426	简介 2.3146858512563506	翻译 2.3047765706326464	译者 2.304253185878826	辑录 2.2249516592140504
RESULT	遵守.v 2101034002	遵循 1.8377024413789358	遵从 1.7154602107193015	守 1.694533605497525	听 1.668752028688866	执行 1.613752658432306	遵 1.6078486043412903	服从 1.5847003783677003	坚持 1.5672177462946983	听从 1.5654498018348413	守法 1.5403429197993586
RESULT	成品.v 2101034004	产品 1.952988743363998	样品 1.7068591678562877	制品 1.6983329256615352	商品 1.686760124729936	生产 1.66648648651293	成果 1.5944571278224502	作品 1.5940454110869466	设备 1.5622006656705403	工艺 1.5425833590135447	原料 1.5101569698942268
RESULT	检验.v 2101034005	检查 2.1589977948900505	检测 1.9895199812231301	测试 1.9452683338643542	验收 1.830936688087603	审查 1.727465115072095	试验 1.703160025285329	审核 1.6813521526613813	查验 1.6780652528614102	验证 1.5946200310535068	测验 1.5719869342517674
RESULT	检验.v 2102006034	检测 2.890721208847723	检查 2.8270206243353306	测试 2.777326635112198	试验 2.740278941027883	验收 2.7232199128320036	查验 2.693593974383776	审验 2.6535092397329025	验证 2.6471001315159386	鉴定 2.6351700392811788	审查 2.6283796586707906
RESULT	检验.v 2102010003	检测 2.6111528414330873	检查 2.515662693412092	试验 2.4853041729963037	实验 2.4284193318500553	测试 2.427297848734512	验收 2.394406576670334	查验 2.3543312203337567	监测 2.32280372102545	测验 2.3201928044731703	质检 2.2898511166940074
RESULT	检验.v 2102013022	检测 2.6363074121951353	试验 2.540063659803705	检查 2.5213288098970903	查验 2.4869648144309084	测验 2.4695230514897184	验收 2.4674427987980834	测试 2.46245614228313	实验 2.4530827540530606	验证 2.4381995057098154	复验 2.420900146901281
RESULT	卡.v 2101034008	扣 1.9067618410527696	被扣 1.778168289497446	停 1.6340681134302426	压 1.620142182987519	退 1.4812908256177983	关 1.4690861445683376	关卡 1.4000847217113765	拖拉 1.3990974923326067	封存 1.3728464022407703	挡 1.3442762137257285
RESULT	原来.v 2101035000	因为 1.4169271197103486	其实 1.3626809443826362	本来 1.284711263451735	现在 1.2739997727598629	真是 1.25188334814561	所以 1.2363757976791923	于是 1.2124489351119572	不 1.2085124679907828	原因 1.1988384563669043	是的 1.1864358773009611
RESULT	净.v 2101035003	只 1.641198979797653	都 1.5201464508304157	不 1.443005329963711	就是 1.400964750227891	只是 1.3978776662350272	总 1.3851040472841971	只能 1.3596399578467977	总是 1.3404081216936752	还要 1.3149310382097243	也 1.3105980528515673
RESULT	名.v 2101035007	有名 1.2984161616263246	字 1.267722113621887	子 1.0478117890031444	不 1.0301372127532848	儿 0.9742517820668738	字字 0.8903916065204135	一 0.7962262999878135	不知 0.6688691710785863
RESULT	儿.v 2101035009	字儿 1.7172549756553859	子 1.5512308356752285	字 1.5175524545676795	子儿 1.4695701145215956	人儿 1.2900486755876335	名儿 1.2897713948078975	地儿 1.243045046687326	之类 1.155487677283872	义 1.048348839996522	子子 1.038076774351324
RESULT	亏.v 2101035011	亏了 1.645637855414261	小亏 1.5014747686633443	大亏 1.3835569022962377	苦 1.3493739985341793	苦头 1.2884962280963006	傻瓜 1.1288123924896745	冤枉 1.1153442217036476	饭 1.1028022960937278	麻烦 1.061201151590486	福气 1.0516977807708217
RESULT	白沟产.v 2101036000	白沟 2.214303110725477	黑沟 1.832313001093854	白山 1.650483782347135	水沟 1.6148863074246496	山产 1.5328848551433196	黄河 1.4460464145575238	黄山 1.418935397228695	家产 1.4112532165616123	林产 1.3974699294736006	红山 1.3708638948612206
RESULT	箱包.v 2101036002	包包 2.0194629783319518	包 2.01805676980039	皮包 1.9792168020541179	箱子 1.9445070708802583	袋子 1.900687005520723	包裹 1.8936042370881276	钱包 1.8892478087077902	箱 1.8765648008763218	手包 1.8521222797410801	背包 1.8500101854178932
RESULT	运.v 2101036004	送 2.0597184960029358	运送 2.0087798841851137	运输 1.9848361402383239	再送 1.8385099219429473	放 1.8281487233522915	搬 1.7926387748097834	输 1.7813808597807401	拿 1.767384258685584	跑 1.7358862081148436	货 1.7319159434503768
RESULT	城市.v 2101036007	都市 2.035781120580452	城里 1.7841259041998014	市区 1.6987160020528214	市场 1.6510909148332535	市 1.6235786307150266	商场 1.6021230735963492	商城 1.5827128552385286	镇 1.57248954298115	镇上 1.5724272036296931	乡镇 1.5633101905957674
RESULT	缝.v 2101036008	绣 1.8337283331163685	拼 1.7324133371693284	粘 1.7168487689870087	贴 1.7089055634080705	涂 1.647544743919539	印 1.6072029837459256	加 1.5484645441842229	上标 1.4673873293083477	里加 1.4427036092346153	再加 1.2726809266894772
RESULT	商标.v 2101036011	标签 2.1044085369645162	标志 2.0913374547378747	标识 2.017681433642418	品牌 1.9929343429468933	标 1.9145885415002435	牌子 1.908461338544316	名牌 1.8781514643647141	名字 1.842124662869186	国标 1.798286159176319	牌 1.6518483848225827
RESULT	商标.v 2101037027	品牌 2.9578484131156593	标志 2.9216734172871495	名称 2.8608661457377162	标识 2.8430542270892656	商号 2.836705368483716	名牌 2.825046154572025	牌子 2.7803289664380695	名字 2.766583208084608	国标 2.7146164403046877	牌号 2.692788083147146
RESULT	价钱.v 2101036013	价格 2.3302689652584188	成本 2.0055206183882524	售价 1.9406620584340306	收费 1.8547304706533787	卖价 1.8305057769083053	价码 1.8285362234587728	货价 1.8211623810033515	钱 1.8084332570843704	市价 1.7358497013607836	价 1.7280959408078411
RESULT	翻.v 2101036015	翻上 2.066576457714613	翻好 1.9711489375862408	上翻 1.8620410982258302	涨 1.7787113356438025	上涨 1.6951149185292225	上 1.6120865133083084	变 1.5934594814385676	跌 1.5235764675031105	破 1.4625857452124316	大增 1.4623461114877865
RESULT	注册.v 2101037006	登记 3.1499467690570127	申请 3.0708901337717105	标注 2.831354093558757	批准 2.8161858321188835	注销 2.8112639987213144	申报 2.805180359243815	下注 2.7852977500841747	批注 2.747658434250939	提供 2.697276169463291	登录 2.6958490234447527
RESULT	供.v 2101037029	可供 3.0817956848786383	供给 2.990423278709292	为 2.9699482577013425	给 2.9127998627865646	专供 2.9014272557432705	用于 2.860931151003064	提供 2.84297185713414	让 2.8414921649762293	由 2.8378396747381442	以备 2.788731282900061
RESULT	加工.v 2101037031	生产 2.963922631832359	代工 2.900145627884843	打工 2.806904336386266	采购 2.786277161460605	用 2.7777164431640555	客 2.7717687879820896	制造 2.7602660276749877	批发 2.7573387887002747	销售 2.7268796670561404	商 2.7199250485557127
RESULT	加工.v 2101039004	生产 2.7810261531368563	工厂 2.6547216462945578	工商 2.5936583634650106	客 2.5861920085623487	打工 2.5751471753981567	代工 2.5531838403822844	农 2.542282122682736	工 2.52579375206379	打包 2.5206084907114277	制造 2.498897625372474
RESULT	加工.v 2104006016	生产 2.334150322597484	制作 2.277201838912842	作工 2.2722321268231718	做工 2.266722626315528	工作 2.2330341334070987	制造 2.2223174101534435	轧制 2.2221885071863814	磨工 2.217247793570739	打工 2.2159512606963587	切割 2.2086899340770216
RESULT	户.v 2101037032	用户 3.295472273873598	商户 3.2729460852959154	厂 3.2213831927187684	商 3.2055363554931025	业户 3.183298077408319	者 3.1821400076492456	企业 3.159402786062995	人员 3.1518979447283164	客户 3.1441527663923567	厂家 3.1375577080249073
RESULT	户.v 2101039005	商 3.105996170217141	业户 3.0222003071755266	企业 2.9607799411371314	商户 2.958242416496846	工人 2.902661270066045	厂家 2.867429712955718	农户 2.8502259335311053	客户 2.8417471475206306	大户 2.8270552495919086	人员 2.818746317140911
RESULT	户.v 2106003006	人 2.8494867853669823	村 2.8371015248658074	帐户 2.7562637793303084	帐 2.7409444668601255	账户 2.736952636686238	网 2.7312910417203153	单 2.698826935768864	员 2.6972083922366017	客户 2.6920448040507994	家庭 2.6909625741742684
RESULT	使用.v 2101037033	利用 3.026581989118762	选用 2.948736520567812	采用 2.9451711793072213	运用 2.8969428559985113	用 2.8525026184510116	应用 2.844457320465589	代用 2.8058072262237825	所用 2.7659782718139736	试用 2.737385976082554	用途 2.727173507175708
RESULT	牌子.v 2101038001	品牌 2.065450929129875	标签 1.8427449937612157	标志 1.8245242143975322	产品 1.8080602143889193	牌 1.7881203465268598	名牌 1.729680006078884	商标 1.7271491397862202	款式 1.7039478796891803	车牌 1.6838851206511887	厂牌 1.683719345741724
RESULT	牌子.v 2105002026	标牌 2.3326665064487755	牌 2.290674305326392	板子 2.2220673814768874	旗子 2.204028348352292	奖牌 2.191818985145946	牌匾 2.168426300011216	徽章 2.1306442837025226	银牌 2.12858137738877	标语 2.123184324912029	卡片 2.116711841767745
RESULT	牌子.v 2105008012	标牌 2.2607692295099033	招牌 2.2177553103860754	标签 2.176719736706707	旗子 2.156949662664842	品牌 2.070422726788158	名牌 2.0618856505655403	徽章 2.047131047298326	卡片 2.035615920196964	卡子 2.0320210475191884	银牌 1.9844514320062276
RESULT	专用.v 2101038004	专属 1.9355592725869715	专业 1.9029458800716352	特殊 1.8734149723153912	通用 1.7807249617013865	一个 1.777839283484882	特别 1.7269113382506163	独家 1.7024224953285656	一套 1.6992104040229887	特定 1.6955948418995386	独立 1.630651872719397
RESULT	不能.v 2101038009	不会 2.24155072143563	不 2.1588066771839065	没有 2.009618718963593	无法 1.795703830223951	可以 1.7064202058608393	不敢 1.6748220978858075	没法 1.667207120190754	没 1.6554211639537952	没能 1.5961836197238635	难以 1.5652488757283294
RESULT	不能.v 2103024014	无法 2.8407215226232294	不会 2.766662607100348	不可 2.6617799455829156	没有 2.6365808102077315	不 2.617367246465806	未能 2.615034962911304	没能 2.555452020648255	可以 2.5488899367632825	没法 2.5340598059922197	难以 2.529230510393354
RESULT	讲.v 2101039006	上 3.207057300580626	讲讲 2.9356189165479947	做 2.903637066174441	开讲 2.8881182589096026	教 2.8863603207853332	讲完 2.8809114588970646	开 2.871962563285647	听 2.800412436148685	来讲 2.7405669310326672	下 2.700911332103896
RESULT	讲.v 2107004006	讲究 2.64154374631736	守 2.6224614907197523	懂 2.492907645941294	讲讲 2.46839366871766	讲求 2.40785368946185	谈 2.372090974561311	懂得 2.3442233780482438	重 2.2962375807271793	问 2.2527679998098655	遵 2.1848696252850486
RESULT	课.v 2101039008	课时 3.218442300587658	课后 3.0484835682756497	大课 2.8371127526832627	讲课 2.818684244041809	培训 2.7640447342114283	班 2.756824175345187	讲座 2.699555242400554	教育 2.6841203792114974	话 2.609377316881431	工作 2.5990818200970107
RESULT	名牌.v 2101039019	品牌 3.1044174098765724	名品 2.8135200171308106	大牌 2.6741465188242155	精品 2.6694824968178783	荣誉 2.5765793393321115	金牌 2.5453556085471196	牌 2.4999295603090865	口碑 2.496598418528009	牌子 2.466604629634583	名誉 2.3952400990658202
RESULT	战略.v 2101039020	策略 3.070600294755936	战术 2.8137742996685944	政策 2.67300591145185	经营 2.622156504982814	竞争 2.5544323110267957	战争 2.524079168439469	市场 2.5072009102788195	竞赛 2.4949207012462495	企业 2.480551126632471	工程 2.4750420735104646
RESULT	硕士.v 2101040003	博士 2.223832063260485	学士 2.095376026907795	本科 1.9147160478327256	硕 1.8998412883239002	士 1.8846308235989246	专业 1.859596168920976	教授 1.8406284842318503	毕业 1.8102066584105463	大学 1.7868978794029116	文凭 1.7788458054566791
RESULT	学问.v 2101040006	学识 2.0562384352945657	知识 1.8937069946635439	学术 1.8805673250570039	教养 1.87787464055778	才华 1.8238812365817598	经验 1.7752018618659058	智慧 1.7481274454310096	文化 1.739319896578245	教育 1.729434755530044	文章 1.729404045451072
RESULT	又.v 2101040008	也 2.2666000151206585	还 2.200443551835783	而且 2.1228919554123693	且 2.0428119531156135	并且 2.0211347002051294	更 2.008318468927143	很 1.9753342229032314	既 1.8964599487392415	还要 1.8769955629266293	一直 1.8628829610387678
RESULT	又.v 2101044002	也 2.786441485104867	再次 2.735864964212043	更 2.726798099138437	又是 2.67458293258183	再度 2.610377389745861	还 2.551814485714825	再 2.5201065537792475	终于 2.512456948657665	再也 2.4827814075897736	真的 2.429022456583487
RESULT	又.v 2102014003	再次 2.358621077340704	还 2.208783521937953	再 2.1174521408660634	再度 2.095129694806372	也 2.0849621575555584	重新 2.0184193061601157	继续 1.964103284732069	则 1.9435903566106822	接着 1.9203177056853846	便 1.9187824813671062
RESULT	又.v 2103024019	再次 2.703296642748336	重新 2.5872248078077753	也 2.5324134767368784	再 2.517346923429536	却 2.488504410580971	已经 2.4623646430309947	再度 2.4343618494364043	被 2.4012950882433657	仍然 2.398268727020888	还 2.3981361925588494
RESULT	了解.v 2101040009	知道 2.254982812125361	理解 2.1929193370018822	懂 2.167077631282616	懂得 2.1443229972441444	瞭解 2.095984486430565	深知 2.0927920085791696	熟悉 2.090859877513055	明白 2.06834722560726	熟知 2.0485262585320805	知晓 2.0226905146729544
RESULT	了解.v 2106003055	理解 3.0326222452638087	认识 2.9327976042386568	瞭解 2.919726936074982	熟悉 2.838283944975328	交流 2.8176230450034625	认知 2.80022811215044	沟通 2.7983930143963454	知识 2.7689329873753423	感情 2.728170102793336	交往 2.7209138310477123
RESULT	实情.v 2101040012	真情 2.2589340509251663	实际 2.145471331516461	事实 2.1454633747845615	情况 2.125952985027047	真相 2.115822594674451	实况 2.069393202649445	内情 2.0658649600065444	现状 2.0628175537363096	事情 2.0338085665123184	真理 2.0090673741104728
RESULT	讲课.v 2101040014	教课 2.1342344904036814	上课 2.120577979545435	演讲 2.1101219652877994	课程 2.0992018622788757	授课 2.0949892501451464	听课 2.059848344481676	课堂 2.052152791322202	开课 1.9945673618265696	讲学 1.979806370183253	课 1.9782893434871034
RESULT	懂.v 2101040019	得懂 2.1340635287748015	清楚 1.9832430483746297	懂懂 1.93989094951003	清 1.9181734340276861	完 1.8320258181866687	透 1.8241904614263795	到 1.745409688215631	进去 1.7270567688664136	够 1.7140011028928284	不懂 1.7109461170802995
RESULT	爱.v 2101040022	喜欢 2.2361527269827315	喜爱 2.103779697410196	热爱 2.067160204446829	愿意 1.8995727233475073	乐于 1.8890713779715387	爱爱 1.8843142819718741	会 1.8493778204815174	想 1.80629237813142	喜好 1.7615150485408555	喜 1.7433019273260935
