RESULT	增救.v 2100005001	增援 1.0	增收 0.9	增补 0.8	增修 0.7	增强 0.6	增给 0.5	增加 0.3999999999999999	增重 0.29999999999999993
RESULT	增救.v 2100006014	增援 1.0	增加 0.9	增补 0.8	增强 0.7	增给 0.6	增修 0.5	增收 0.3999999999999999	增添 0.29999999999999993	增上 0.19999999999999996
RESULT	户.v 2101039005	户 1.0	企业 0.9	人员 0.8	商户 0.7	业户 0.6	小组 0.5	者 0.3999999999999999	农户 0.29999999999999993	区 0.19999999999999996	点 0.09999999999999998
RESULT	户.v 2106003006	窗户 1.0	门户 0.9	小组 0.8	一家 0.7	大户 0.6	社会 0.5	单位 0.3999999999999999	干部 0.29999999999999993	家园 0.19999999999999996	委员 0.09999999999999998
RESULT	使用.v 2101037033	使用 1.0	用 0.9	享用 0.8	利用 0.7	选用 0.6	采用 0.5	应用 0.3999999999999999	运用 0.29999999999999993	用到 0.19999999999999996	借用 0.09999999999999998
RESULT	牌子.v 2101038001	牌子 1.0	品牌 0.9	名牌 0.8	商标 0.7	牌 0.6	产品 0.5	商品 0.3999999999999999	牌号 0.29999999999999993	标牌 0.19999999999999996	字 0.09999999999999998
RESULT	牌子.v 2105002026	牌子 1.0	牌 0.9	奖牌 0.8	证书 0.7	牌照 0.6	金牌 0.5	银牌 0.3999999999999999	标牌 0.29999999999999993	奖状 0.19999999999999996	红牌 0.09999999999999998
RESULT	牌子.v 2105008012	牌子 1.0	牌位 0.9	牌坊 0.8	牌 0.7	名牌 0.6	牌匾 0.5	宝贝 0.3999999999999999	品牌 0.29999999999999993	商标 0.19999999999999996	牌照 0.09999999999999998
RESULT	专用.v 2101038004	专用 1.0	专属 0.9	专有 0.8	专业 0.7	专门 0.6	特定 0.5	专利 0.3999999999999999	统一 0.29999999999999993	专项 0.19999999999999996	独特 0.09999999999999998
RESULT	不能.v 2101038009	不能 1.0	没有 0.9	不许 0.8	不准 0.7	不会 0.6	不得 0.5	决不 0.3999999999999999	不要 0.29999999999999993	不可 0.19999999999999996	不容 0.09999999999999998
RESULT	不能.v 2103024014	不能 1.0	不足 0.9	没 0.8	没有 0.7	不值 0.6	不够 0.5	没钱 0.3999999999999999	不成 0.29999999999999993	不曾 0.19999999999999996	没法 0.09999999999999998
RESULT	讲.v 2101039006	上 1.0	讲 0.9	开 0.8	授课 0.7	传授 0.6	教 0.5	主讲 0.3999999999999999	提 0.29999999999999993	做 0.19999999999999996	听 0.09999999999999998
RESULT	讲.v 2107004006	讲 1.0	守 0.9	懂 0.8	遵守 0.7	够 0.6	合 0.5	尊重 0.3999999999999999	明 0.29999999999999993	知 0.19999999999999996	称 0.09999999999999998
RESULT	课.v 2101039008	课 1.0	培训 0.9	知识 0.8	班 0.7	话 0.6	问题 0.5	教课 0.3999999999999999	故事 0.29999999999999993	理论 0.19999999999999996	观念 0.09999999999999998
RESULT	名牌.v 2101039019	名牌 1.0	品牌 0.9	著名 0.8	名品 0.7	名优 0.6	特色 0.5	精品 0.3999999999999999	优质 0.29999999999999993	驰名 0.19999999999999996	出名 0.09999999999999998
RESULT	战略.v 2101039020	战略 1.0	经营 0.9	振兴 0.8	驱动 0.7	战争 0.6	策略 0.5	促销 0.3999999999999999	战术 0.29999999999999993	促发 0.19999999999999996	攻略 0.09999999999999998
RESULT	硕士.v 2101040003	硕士 1.0	博士 0.9	专业 0.8	专攻 0.7	士 0.6	专家 0.5	研究 0.3999999999999999	大学 0.29999999999999993	本科 0.19999999999999996	文士 0.09999999999999998
RESULT	学问.v 2101040006	研究 1.0	所学 0.9	文化 0.8	知识 0.7	大学 0.6	思想 0.5	理论 0.3999999999999999	科学 0.29999999999999993	博士 0.19999999999999996	深造 0.09999999999999998
RESULT	又.v 2101040008	又 1.0	还 0.9	也 0.8	既 0.7	亦 0.6	更 0.5	再 0.3999999999999999	而且 0.29999999999999993	却 0.19999999999999996	同时 0.09999999999999998
RESULT	又.v 2101044002	又 1.0	再次 0.9	也 0.8	更 0.7	重新 0.6	还 0.5	继续 0.3999999999999999	一下 0.29999999999999993	开始 0.19999999999999996	越来 0.09999999999999998
RESULT	又.v 2102014003	又 1.0	再次 0.9	还 0.8	继续 0.7	就 0.6	便 0.5	重新 0.3999999999999999	即 0.29999999999999993	更 0.19999999999999996	仍 0.09999999999999998
RESULT	又.v 2103024019	又 1.0	再次 0.9	还是 0.8	却 0.7	也 0.6	反而 0.5	依然 0.3999999999999999	便 0.29999999999999993	则 0.19999999999999996	仍然 0.09999999999999998
RESULT	了解.v 2101040009	了解 1.0	知道 0.9	懂 0.8	明 0.7	懂得 0.6	清楚 0.5	晓得 0.3999999999999999	深知 0.29999999999999993	理解 0.19999999999999996	晓 0.09999999999999998
RESULT	了解.v 2106003055	理解 1.0	知晓 0.9	沟通 0.8	知情 0.7	熟悉 0.6	认识 0.5	认知 0.3999999999999999	认同 0.29999999999999993	知道 0.19999999999999996	信任 0.09999999999999998
RESULT	实情.v 2101040012	实情 1.0	实际 0.9	实况 0.8	事实 0.7	情况 0.6	事情 0.5	现实 0.3999999999999999	真情 0.29999999999999993	现状 0.19999999999999996	真实 0.09999999999999998
RESULT	讲课.v 2101040014	讲课 1.0	教课 0.9	授课 0.8	演讲 0.7	课堂 0.6	教学 0.5	教育 0.3999999999999999	课程 0.29999999999999993	教 0.19999999999999996	上课 0.09999999999999998
RESULT	懂.v 2101040019	懂 1.0	得懂 0.9	到 0.8	见 0.7	说 0.6	清楚 0.5	出来 0.3999999999999999	晓 0.29999999999999993	过 0.19999999999999996	完 0.09999999999999998
RESULT	爱.v 2101040022	喜欢 1.0	爱 0.9	愿意 0.8	乐于 0.7	热爱 0.6	会 0.5	想 0.3999999999999999	倾 0.29999999999999993	欢迎 0.19999999999999996	在 0.09999999999999998
RESULT	办.v 2101041003	养 1.0	雇 0.9	现有 0.8	带 0.7	附近 0.6	承包 0.5	做 0.3999999999999999	当 0.29999999999999993	负责 0.19999999999999996	聘请 0.09999999999999998
RESULT	办.v 2107001019	办理 1.0	履行 0.9	备办 0.8	做 0.7	进行 0.6	具备 0.5	处理 0.3999999999999999	开办 0.29999999999999993	提供 0.19999999999999996	补办 0.09999999999999998
RESULT	成立.v 2101041011	成立 1.0	组建 0.9	建立 0.8	设立 0.7	创建 0.6	设置 0.5	确立 0.3999999999999999	设 0.29999999999999993	树立 0.19999999999999996	创办 0.09999999999999998
RESULT	成立.v 2102004003	成立 1.0	建 0.9	创建 0.8	组建 0.7	创立 0.6	诞生 0.5	设立 0.3999999999999999	建立 0.29999999999999993	始建 0.19999999999999996	创办 0.09999999999999998
RESULT	小组.v 2101041014	组 1.0	组织 0.9	班子 0.8	队伍 0.7	管理 0.6	部门 0.5	队 0.3999999999999999	团队 0.29999999999999993	中心 0.19999999999999996	组组 0.09999999999999998
RESULT	实行.v 2101041016	实行 1.0	开始 0.9	进行 0.8	建立 0.7	实施 0.6	实现 0.5	推行 0.3999999999999999	施行 0.29999999999999993	开展 0.19999999999999996	制定 0.09999999999999998
RESULT	全面.v 2101041018	全面 1.0	整体 0.9	全部 0.8	完全 0.7	全体 0.6	全盘 0.5	综合 0.3999999999999999	总体 0.29999999999999993	全员 0.19999999999999996	全程 0.09999999999999998
RESULT	做.v 2101042003	做 1.0	打 0.9	承 0.8	制作 0.7	负责 0.6	搞 0.5	生产 0.3999999999999999	作 0.29999999999999993	造 0.19999999999999996	所 0.09999999999999998
RESULT	做.v 2101044011	做 1.0	来 0.9	办 0.8	加大 0.7	作 0.6	开 0.5	赚 0.3999999999999999	干 0.29999999999999993	行 0.19999999999999996	兴 0.09999999999999998
RESULT	做.v 2102009016	做 1.0	抓 0.9	搞 0.8	开始 0.7	干 0.6	办 0.5	讲 0.3999999999999999	进行 0.29999999999999993	谈 0.19999999999999996	立 0.09999999999999998
RESULT	做.v 2103001013	进行 1.0	做 0.9	举行 0.8	执行 0.7	实施 0.6	召开 0.5	开展 0.3999999999999999	展开 0.29999999999999993	作 0.19999999999999996	搞 0.09999999999999998
RESULT	包.v 2101042004	包 1.0	面包 0.9	承包 0.8	皮包 0.7	工包 0.6	产品 0.5	粽子 0.3999999999999999	外包 0.29999999999999993	出来 0.19999999999999996	印刷 0.09999999999999998
RESULT	包.v 2101043000	包 1.0	做 0.9	服务 0.8	质量 0.7	装 0.6	面 0.5	管 0.3999999999999999	办 0.29999999999999993	当然 0.19999999999999996	妥善 0.09999999999999998
RESULT	包.v 2101044023	子 1.0	装 0.9	体 0.8	柜 0.7	盒 0.6	皮 0.5	类 0.3999999999999999	品 0.29999999999999993	衣 0.19999999999999996	香 0.09999999999999998
RESULT	没得.v 2101042007	可以 1.0	没得 0.9	可靠 0.8	不错 0.7	不得 0.6	不 0.5	不可 0.3999999999999999	不言 0.29999999999999993	可好 0.19999999999999996	不成 0.09999999999999998
RESULT	产品.v 2101042014	产品 1.0	货 0.9	品牌 0.8	同类 0.7	商品 0.6	企业 0.5	生产 0.3999999999999999	产物 0.29999999999999993	制品 0.19999999999999996	牌子 0.09999999999999998
RESULT	产品.v 2102001006	产品 1.0	品 0.9	成品 0.8	物品 0.7	货品 0.6	工艺 0.5	制品 0.3999999999999999	物 0.29999999999999993	食品 0.19999999999999996	精品 0.09999999999999998
RESULT	产品.v 2102003009	产品 1.0	生产 0.9	作品 0.8	管理 0.7	品 0.6	机械 0.5	工艺 0.3999999999999999	成品 0.29999999999999993	出品 0.19999999999999996	药品 0.09999999999999998
RESULT	产品.v 2102003016	成品 1.0	作品 0.9	生产 0.8	商品 0.7	货品 0.6	出品 0.5	制品 0.3999999999999999	设备 0.29999999999999993	货物 0.19999999999999996	东西 0.09999999999999998
RESULT	产品.v 2102006005	产品 1.0	生产 0.9	制品 0.8	品 0.7	物品 0.6	材料 0.5	食品 0.3999999999999999	原料 0.29999999999999993	商品 0.19999999999999996	设备 0.09999999999999998
RESULT	产品.v 2102006019	原料 1.0	商品 0.9	原材 0.8	制品 0.7	设备 0.6	生产 0.5	货品 0.3999999999999999	样品 0.29999999999999993	出品 0.19999999999999996	原产 0.09999999999999998
RESULT	产品.v 2102006033	原料 1.0	设备 0.9	样品 0.8	生产 0.7	商品 0.6	物品 0.5	出品 0.3999999999999999	原产 0.29999999999999993	出产 0.19999999999999996	专业 0.09999999999999998
RESULT	产品.v 2102008037	成品 1.0	物品 0.9	商品 0.8	作品 0.7	品种 0.6	货物 0.5	配件 0.3999999999999999	材料 0.29999999999999993	件 0.19999999999999996	品质 0.09999999999999998
RESULT	产品.v 2102009007	产品 1.0	品 0.9	制品 0.8	物品 0.7	作品 0.6	精密 0.5	工艺 0.3999999999999999	生产 0.29999999999999993	成品 0.19999999999999996	货品 0.09999999999999998
RESULT	产品.v 2102009021	制品 1.0	成品 0.9	设备 0.8	生产 0.7	机械 0.6	出产 0.5	材料 0.3999999999999999	货品 0.29999999999999993	物品 0.19999999999999996	机器 0.09999999999999998
RESULT	产品.v 2102012003	产品 1.0	生产 0.9	成品 0.8	品 0.7	样品 0.6	原料 0.5	制造 0.3999999999999999	设备 0.29999999999999993	货品 0.19999999999999996	品牌 0.09999999999999998
RESULT	产品.v 2102016011	产品 1.0	品 0.9	生产 0.8	成品 0.7	品牌 0.6	素 0.5	精品 0.3999999999999999	制品 0.29999999999999993	出产 0.19999999999999996	物品 0.09999999999999998
RESULT	产品.v 2104010002	产品 1.0	制品 0.9	生产 0.8	行业 0.7	工业 0.6	物品 0.5	用品 0.3999999999999999	品 0.29999999999999993	成品 0.19999999999999996	作物 0.09999999999999998
RESULT	比试.v 2101042015	比试 1.0	竞争 0.9	较量 0.8	比 0.7	对比 0.6	争 0.5	大比 0.3999999999999999	赛 0.29999999999999993	竞试 0.19999999999999996	比比 0.09999999999999998
RESULT	好.v 2101043001	好 1.0	管好 0.9	服务 0.8	完 0.7	装好 0.6	办 0.5	住 0.3999999999999999	更好 0.29999999999999993	治好 0.19999999999999996	扎好 0.09999999999999998
RESULT	好.v 2107005019	好 1.0	近 0.9	将近 0.8	差 0.7	上百 0.6	十 0.5	大概 0.3999999999999999	多达 0.29999999999999993	不下 0.19999999999999996	高达 0.09999999999999998
RESULT	服务.v 2101043003	服务 1.0	工作 0.9	务 0.8	做事 0.7	管理 0.6	礼貌 0.5	事务 0.3999999999999999	态度 0.29999999999999993	售后 0.19999999999999996	操作 0.09999999999999998
RESULT	服务.v 2106003049	服务 1.0	协助 0.9	协作 0.8	帮助 0.7	合作 0.6	工作 0.5	支持 0.3999999999999999	配合 0.29999999999999993	沟通 0.19999999999999996	协调 0.09999999999999998
RESULT	服务.v 2107003009	服务 1.0	提供 0.9	就业 0.8	公益 0.7	居住 0.6	工作 0.5	公共 0.3999999999999999	解决 0.29999999999999993	供应 0.19999999999999996	奉献 0.09999999999999998
RESULT	服务.v 2107003021	业务 1.0	就业 0.9	居民 0.8	公务 0.7	劳务 0.6	工作 0.5	协助 0.3999999999999999	管理 0.29999999999999993	公民 0.19999999999999996	事务 0.09999999999999998
RESULT	还.v 2101043004	还 1.0	又 0.9	更 0.8	也 0.7	就 0.6	必 0.5	仍 0.3999999999999999	一定 0.29999999999999993	亦 0.19999999999999996	当然 0.09999999999999998
RESULT	还.v 2102006017	还 1.0	又 0.9	仍 0.8	尚 0.7	并 0.6	且 0.5	更 0.3999999999999999	也 0.29999999999999993	另 0.19999999999999996	再 0.09999999999999998
RESULT	还.v 2103021010	还 1.0	更 0.9	仍然 0.8	尚 0.7	依然 0.6	又 0.5	也 0.3999999999999999	就 0.29999999999999993	则 0.19999999999999996	确实 0.09999999999999998
RESULT	还.v 2105007023	偿还 1.0	归还 0.9	够用 0.8	补偿 0.7	回来 0.6	予以 0.5	可以 0.3999999999999999	合 0.29999999999999993	得以 0.19999999999999996	返还 0.09999999999999998
RESULT	热情.v 2101043006	热情 1.0	热心 0.9	满意 0.8	真心 0.7	周到 0.6	细致 0.5	尽善 0.3999999999999999	贴心 0.29999999999999993	热诚 0.19999999999999996	耐心 0.09999999999999998
RESULT	顾客.v 2101043010	顾客 1.0	客人 0.9	客户 0.8	老客 0.7	来宾 0.6	消费 0.5	用户 0.3999999999999999	商务 0.29999999999999993	宾客 0.19999999999999996	待客 0.09999999999999998
RESULT	做到.v 2101043011	做到 1.0	办到 0.9	尽量 0.8	作到 0.7	讲究 0.6	真是 0.5	真正 0.3999999999999999	尽力 0.29999999999999993	尽可 0.19999999999999996	实行 0.09999999999999998
RESULT	做到.v 2102009026	达到 1.0	确保 0.9	办到 0.8	力求 0.7	完成 0.6	抓到 0.5	坚持 0.3999999999999999	保证 0.29999999999999993	切实 0.19999999999999996	贯彻 0.09999999999999998
RESULT	百挑不厌.v 2101043012	百挑不厌 1.0	百问不厌 0.9	百看不厌 0.8	百思 0.7	百折 0.6	百搭 0.5	不厌 0.3999999999999999	百问 0.29999999999999993	百转千回 0.19999999999999996	百计 0.09999999999999998
RESULT	百问不烦.v 2101043014	烦 1.0	问题 0.9	问询 0.8	问答 0.7	常问 0.6	问候 0.5	无话 0.3999999999999999	询问 0.29999999999999993	问问 0.19999999999999996	毫不 0.09999999999999998
RESULT	真情.v 2101043017	真心 1.0	真诚 0.9	实际 0.8	真情 0.7	诚心 0.6	真挚 0.5	真理 0.3999999999999999	诚恳 0.29999999999999993	实情 0.19999999999999996	心 0.09999999999999998
RESULT	赢得.v 2101043018	赢得 1.0	博得 0.9	赢取 0.8	博取 0.7	换取 0.6	带来 0.5	取得 0.3999999999999999	打动 0.29999999999999993	使得 0.19999999999999996	吸引 0.09999999999999998
RESULT	回头客.v 2101043020	户 1.0	人 0.9	来客 0.8	流 0.7	光顾 0.6	来宾 0.5	老客户 0.3999999999999999	商 0.29999999999999993	评 0.19999999999999996	来访者 0.09999999999999998
RESULT	火.v 2101044003	火 1.0	红火 0.9	起火 0.8	旺 0.7	热闹 0.6	兴旺 0.5	大火 0.3999999999999999	活跃 0.29999999999999993	开火 0.19999999999999996	发红 0.09999999999999998
RESULT	越.v 2101044010	越 1.0	愈 0.9	日渐 0.8	更加 0.7	逐渐 0.6	变得 0.5	渐渐 0.3999999999999999	开始 0.29999999999999993	一发 0.19999999999999996	继续 0.09999999999999998
RESULT	越.v 2101044012	更 1.0	愈 0.9	扩 0.8	起来 0.7	发 0.6	加 0.5	壮 0.3999999999999999	增 0.29999999999999993	得 0.19999999999999996	超 0.09999999999999998
RESULT	开.v 2101044017	开 1.0	办 0.9	设 0.8	租 0.7	搞 0.6	建 0.5	创办 0.3999999999999999	盖 0.29999999999999993	兴办 0.19999999999999996	弄 0.09999999999999998
RESULT	屋.v 2101044025	店铺 1.0	房屋 0.9	屋子 0.8	馆子 0.7	庄园 0.6	小屋 0.5	书屋 0.3999999999999999	坊子 0.29999999999999993	会馆 0.19999999999999996	家居 0.09999999999999998
RESULT	悟出.v 2101045014	悟出 1.0	领悟 0.9	发现 0.8	得出 0.7	知道 0.6	领略 0.5	明白 0.3999999999999999	懂得 0.29999999999999993	领会 0.19999999999999996	理出 0.09999999999999998
RESULT	理儿.v 2101045017	道理 1.0	真理 0.9	哲理 0.8	原理 0.7	真谛 0.6	理论 0.5	规律 0.3999999999999999	定理 0.29999999999999993	理念 0.19999999999999996	结论 0.09999999999999998
RESULT	生命.v 2101045023	生命 1.0	命脉 0.9	命运 0.8	命 0.7	命根 0.6	根本 0.5	本钱 0.3999999999999999	灵魂 0.29999999999999993	基础 0.19999999999999996	核心 0.09999999999999998
RESULT	生命.v 2102001011	命运 1.0	性命 0.9	身体 0.8	一生 0.7	荣誉 0.6	命脉 0.5	命 0.3999999999999999	寿命 0.29999999999999993	财富 0.19999999999999996	前途 0.09999999999999998
RESULT	生命.v 2102002000	生命 1.0	命 0.9	人生 0.8	生活 0.7	人命 0.6	人 0.5	活着 0.3999999999999999	命运 0.29999999999999993	活 0.19999999999999996	岁月 0.09999999999999998
RESULT	生命.v 2102002009	人生 1.0	身体 0.9	性命 0.8	存在 0.7	活着 0.6	本身 0.5	活命 0.3999999999999999	人格 0.29999999999999993	事业 0.19999999999999996	活动 0.09999999999999998
RESULT	生命.v 2102002014	活着 1.0	存活 0.9	身体 0.8	灵魂 0.7	性命 0.6	寿命 0.5	死亡 0.3999999999999999	精神 0.29999999999999993	余生 0.19999999999999996	活动 0.09999999999999998
RESULT	生命.v 2102016016	生命 1.0	命运 0.9	命 0.8	生活 0.7	性命 0.6	命脉 0.5	人生 0.3999999999999999	人命 0.29999999999999993	事业 0.19999999999999996	一生 0.09999999999999998
RESULT	也是.v 2101045025	更是 1.0	就是 0.9	还是 0.8	又是 0.7	也 0.6	既是 0.5	同时 0.3999999999999999	而且 0.29999999999999993	甚至 0.19999999999999996	即是 0.09999999999999998
RESULT	商户.v 2101045027	商户 1.0	客户 0.9	经营 0.8	企业 0.7	用户 0.6	消费 0.5	商人 0.3999999999999999	顾客 0.29999999999999993	买家 0.19999999999999996	经销 0.09999999999999998
RESULT	命根子.v 2101045029	脉 1.0	根子 0.9	性命 0.8	灵魂 0.7	根本 0.6	根 0.5	运 0.3999999999999999	财富 0.29999999999999993	本钱 0.19999999999999996	活 0.09999999999999998
RESULT	常.v 2102001004	常 1.0	经常 0.9	总是 0.8	往往 0.7	时常 0.6	通常 0.5	惯 0.3999999999999999	习惯 0.29999999999999993	普遍 0.19999999999999996	多 0.09999999999999998
RESULT	比作.v 2102001008	看作 1.0	作为 0.9	比作 0.8	看成 0.7	视为 0.6	视作 0.5	看做 0.3999999999999999	当作 0.29999999999999993	等同 0.19999999999999996	当成 0.09999999999999998
RESULT	宝贵.v 2102002002	宝贵 1.0	珍贵 0.9	可贵 0.8	不可 0.7	稀缺 0.6	贵重 0.5	高贵 0.3999999999999999	丰富 0.29999999999999993	难得 0.19999999999999996	无价 0.09999999999999998
RESULT	热爱.v 2102002007	爱惜 1.0	爱 0.9	热爱 0.8	珍惜 0.7	爱好 0.6	珍爱 0.5	爱护 0.3999999999999999	关爱 0.29999999999999993	喜欢 0.19999999999999996	珍视 0.09999999999999998
RESULT	势必.v 2102002018	将 1.0	必将 0.9	会 0.8	就 0.7	可能 0.6	就要 0.5	势必 0.3999999999999999	必定 0.29999999999999993	随之 0.19999999999999996	肯定 0.09999999999999998
RESULT	打折扣.v 2102002020	打折扣 1.0	下降 0.9	跌 0.8	减 0.7	打折 0.6	降低 0.5	如前 0.3999999999999999	出风头 0.29999999999999993	减低 0.19999999999999996	减小 0.09999999999999998
RESULT	道理.v 2102003001	道理 1.0	理论 0.9	原理 0.8	意思 0.7	理 0.6	理由 0.5	的 0.3999999999999999	理理 0.29999999999999993	事理 0.19999999999999996	规律 0.09999999999999998
RESULT	重视.v 2102003007	注重 1.0	重视 0.9	注意 0.8	关注 0.7	从重 0.6	强调 0.5	着重 0.3999999999999999	侧重 0.29999999999999993	提高 0.19999999999999996	着眼 0.09999999999999998
RESULT	重视.v 2102005006	注重 1.0	重视 0.9	致力 0.8	关注 0.7	注意 0.6	坚持 0.5	不断 0.3999999999999999	十分 0.29999999999999993	关心 0.19999999999999996	着力 0.09999999999999998
RESULT	难以.v 2102003018	难以 1.0	很难 0.9	无从 0.8	无法 0.7	没法 0.6	决不 0.5	未能 0.3999999999999999	极难 0.29999999999999993	未必 0.19999999999999996	并不 0.09999999999999998
RESULT	难以.v 2103019008	无法 1.0	未 0.9	未能 0.8	难以 0.7	不能 0.6	无从 0.5	没法 0.3999999999999999	无力 0.29999999999999993	没有 0.19999999999999996	不可 0.09999999999999998
RESULT	难以.v 2104008021	难以 1.0	不能 0.9	无法 0.8	无力 0.7	很难 0.6	无从 0.5	不可 0.3999999999999999	难于 0.29999999999999993	无能 0.19999999999999996	不易 0.09999999999999998
RESULT	长久.v 2102003022	长久 1.0	持久 0.9	永久 0.8	久久 0.7	稳稳 0.6	长期 0.5	长远 0.3999999999999999	永远 0.29999999999999993	经久 0.19999999999999996	稳固 0.09999999999999998
RESULT	立足.v 2102003023	存活 1.0	立于 0.9	生存 0.8	存在 0.7	立足 0.6	占有 0.5	站稳 0.3999999999999999	发展 0.29999999999999993	占领 0.19999999999999996	立身 0.09999999999999998
RESULT	会战.v 2102004006	会战 1.0	战争 0.9	作战 0.8	战斗 0.7	战役 0.6	抗战 0.5	开战 0.3999999999999999	战事 0.29999999999999993	决战 0.19999999999999996	交战 0.09999999999999998
