RESULT	增救.v 2100005001	增援 1.0	增收 0.9	增补 0.8	增修 0.7	增给 0.6	增强 0.5	增生 0.3999999999999999	增加 0.29999999999999993
RESULT	增救.v 2100006014	增援 1.0	增补 0.9	增加 0.8	增强 0.7	增给 0.6	增修 0.5	增收 0.3999999999999999	增添 0.29999999999999993	增上 0.19999999999999996
RESULT	产品.v 2102006019	原料 1.0	商品 0.9	原材 0.8	制品 0.7	设备 0.6	生产 0.5	样品 0.3999999999999999	货品 0.29999999999999993	出品 0.19999999999999996	原产 0.09999999999999998
RESULT	产品.v 2102006033	原料 1.0	样品 0.9	设备 0.8	生产 0.7	物品 0.6	出产 0.5	出品 0.3999999999999999	材料 0.29999999999999993	制品 0.19999999999999996	商品 0.09999999999999998
RESULT	产品.v 2102008037	成品 1.0	物品 0.9	商品 0.8	品种 0.7	作品 0.6	材料 0.5	品类 0.3999999999999999	件 0.29999999999999993	品牌 0.19999999999999996	品 0.09999999999999998
RESULT	产品.v 2102009007	产品 1.0	品 0.9	制品 0.8	物品 0.7	精密 0.6	作品 0.5	生产 0.3999999999999999	工艺 0.29999999999999993	成品 0.19999999999999996	材 0.09999999999999998
RESULT	产品.v 2102009021	制品 1.0	成品 0.9	设备 0.8	生产 0.7	机械 0.6	材料 0.5	出产 0.3999999999999999	样品 0.29999999999999993	物品 0.19999999999999996	货品 0.09999999999999998
RESULT	产品.v 2102012003	产品 1.0	生产 0.9	成品 0.8	品 0.7	样品 0.6	制造 0.5	品牌 0.3999999999999999	原料 0.29999999999999993	规格 0.19999999999999996	货品 0.09999999999999998
RESULT	产品.v 2102016011	产品 1.0	品 0.9	生产 0.8	品牌 0.7	成品 0.6	精品 0.5	素 0.3999999999999999	制品 0.29999999999999993	出产 0.19999999999999996	精益 0.09999999999999998
RESULT	产品.v 2104010002	产品 1.0	制品 0.9	行业 0.8	工业 0.7	生产 0.6	物品 0.5	用品 0.3999999999999999	品 0.29999999999999993	成品 0.19999999999999996	企业 0.09999999999999998
RESULT	比试.v 2101042015	比试 1.0	竞争 0.9	较量 0.8	竞试 0.7	对比 0.6	大比 0.5	比 0.3999999999999999	一比 0.29999999999999993	比比 0.19999999999999996	赛 0.09999999999999998
RESULT	好.v 2101043001	好 1.0	管好 0.9	服务 0.8	装好 0.7	完 0.6	更好 0.5	办 0.3999999999999999	住 0.29999999999999993	扎好 0.19999999999999996	做好 0.09999999999999998
RESULT	好.v 2107005019	好 1.0	近 0.9	将近 0.8	差 0.7	大概 0.6	十 0.5	上百 0.3999999999999999	不下 0.29999999999999993	多达 0.19999999999999996	高达 0.09999999999999998
RESULT	服务.v 2101043003	服务 1.0	工作 0.9	务 0.8	做事 0.7	管理 0.6	礼貌 0.5	态度 0.3999999999999999	售后 0.29999999999999993	服装 0.19999999999999996	事务 0.09999999999999998
RESULT	服务.v 2106003049	服务 1.0	协作 0.9	帮助 0.8	协助 0.7	合作 0.6	工作 0.5	协调 0.3999999999999999	沟通 0.29999999999999993	帮忙 0.19999999999999996	配合 0.09999999999999998
RESULT	服务.v 2107003009	服务 1.0	提供 0.9	就业 0.8	公益 0.7	供应 0.6	工作 0.5	解决 0.3999999999999999	生活 0.29999999999999993	居住 0.19999999999999996	奉献 0.09999999999999998
RESULT	服务.v 2107003021	就业 1.0	业务 0.9	居民 0.8	劳务 0.7	管理 0.6	工作 0.5	公务 0.3999999999999999	居住 0.29999999999999993	公民 0.19999999999999996	协助 0.09999999999999998
RESULT	还.v 2101043004	还 1.0	又 0.9	更 0.8	也 0.7	就 0.6	必 0.5	仍然 0.3999999999999999	一定 0.29999999999999993	当然 0.19999999999999996	亦 0.09999999999999998
RESULT	还.v 2102006017	还 1.0	又 0.9	仍 0.8	尚 0.7	并 0.6	更 0.5	且 0.3999999999999999	也 0.29999999999999993	另外 0.19999999999999996	再 0.09999999999999998
RESULT	还.v 2103021010	还 1.0	更 0.9	仍然 0.8	尚 0.7	也 0.6	又 0.5	依然 0.3999999999999999	就 0.29999999999999993	则 0.19999999999999996	确实 0.09999999999999998
RESULT	还.v 2105007023	偿还 1.0	归还 0.9	还清 0.8	够用 0.7	补偿 0.6	回来 0.5	可以 0.3999999999999999	予以 0.29999999999999993	返还 0.19999999999999996	赔偿 0.09999999999999998
RESULT	热情.v 2101043006	热情 1.0	热心 0.9	满意 0.8	细致 0.7	真心 0.6	周到 0.5	尽善 0.3999999999999999	贴心 0.29999999999999993	热诚 0.19999999999999996	真诚 0.09999999999999998
RESULT	顾客.v 2101043010	顾客 1.0	客人 0.9	客户 0.8	来宾 0.7	用户 0.6	老客 0.5	消费 0.3999999999999999	待客 0.29999999999999993	宾客 0.19999999999999996	客服 0.09999999999999998
RESULT	做到.v 2101043011	做到 1.0	办到 0.9	作到 0.8	真是 0.7	讲究 0.6	尽量 0.5	尽力 0.3999999999999999	真正 0.29999999999999993	实行 0.19999999999999996	完全 0.09999999999999998
RESULT	做到.v 2102009026	达到 1.0	确保 0.9	办到 0.8	力求 0.7	抓到 0.6	切实 0.5	坚持 0.3999999999999999	完成 0.29999999999999993	保证 0.19999999999999996	争取 0.09999999999999998
RESULT	百挑不厌.v 2101043012	百挑不厌 1.0	百问不厌 0.9	百看不厌 0.8	百搭 0.7	百思 0.6	百折 0.5	不厌 0.3999999999999999	百样 0.29999999999999993	百般挑剔 0.19999999999999996	百计 0.09999999999999998
RESULT	百问不烦.v 2101043014	烦 1.0	常问 0.9	问题 0.8	问询 0.7	问答 0.6	询问 0.5	从不 0.3999999999999999	问候 0.29999999999999993	毫不 0.19999999999999996
RESULT	真情.v 2101043017	真心 1.0	真诚 0.9	真情 0.8	实际 0.7	诚心 0.6	真挚 0.5	心 0.3999999999999999	真理 0.29999999999999993	良心 0.19999999999999996	诚恳 0.09999999999999998
RESULT	赢得.v 2101043018	赢得 1.0	博得 0.9	赢取 0.8	博取 0.7	带来 0.6	打动 0.5	换取 0.3999999999999999	取得 0.29999999999999993	吸引 0.19999999999999996	引来 0.09999999999999998
RESULT	回头客.v 2101043020	户 1.0	人 0.9	来客 0.8	来宾 0.7	来访者 0.6	光顾 0.5	流 0.3999999999999999	老客户 0.29999999999999993	访客 0.19999999999999996	回信 0.09999999999999998
RESULT	火.v 2101044003	火 1.0	红火 0.9	起火 0.8	热 0.7	旺 0.6	兴旺 0.5	大火 0.3999999999999999	活跃 0.29999999999999993	开火 0.19999999999999996	繁荣 0.09999999999999998
RESULT	越.v 2101044010	越 1.0	愈 0.9	日渐 0.8	更加 0.7	变得 0.6	逐渐 0.5	渐渐 0.3999999999999999	开始 0.29999999999999993	一发 0.19999999999999996	不断 0.09999999999999998
RESULT	越.v 2101044012	更 1.0	愈 0.9	扩 0.8	起来 0.7	壮 0.6	加 0.5	发 0.3999999999999999	超 0.29999999999999993	变 0.19999999999999996	增 0.09999999999999998
RESULT	开.v 2101044017	开 1.0	办 0.9	设 0.8	租 0.7	建 0.6	搞 0.5	盖 0.3999999999999999	创办 0.29999999999999993	弄 0.19999999999999996	兴办 0.09999999999999998
RESULT	屋.v 2101044025	店铺 1.0	房屋 0.9	屋子 0.8	馆子 0.7	庄园 0.6	书斋 0.5	小屋 0.3999999999999999	家居 0.29999999999999993	坊子 0.19999999999999996	会馆 0.09999999999999998
RESULT	悟出.v 2101045014	悟出 1.0	领略 0.9	领悟 0.8	得出 0.7	发现 0.6	知道 0.5	明白 0.3999999999999999	懂得 0.29999999999999993	领会 0.19999999999999996	读出 0.09999999999999998
RESULT	理儿.v 2101045017	道理 1.0	真理 0.9	哲理 0.8	真谛 0.7	原理 0.6	理论 0.5	规律 0.3999999999999999	理念 0.29999999999999993	定理 0.19999999999999996	结论 0.09999999999999998
RESULT	生命.v 2101045023	生命 1.0	命脉 0.9	命运 0.8	命 0.7	根本 0.6	命根 0.5	灵魂 0.3999999999999999	核心 0.29999999999999993	魂 0.19999999999999996	本钱 0.09999999999999998
RESULT	生命.v 2102001011	命运 1.0	性命 0.9	身体 0.8	命脉 0.7	一生 0.6	寿命 0.5	荣誉 0.3999999999999999	灵魂 0.29999999999999993	命 0.19999999999999996	精神 0.09999999999999998
RESULT	生命.v 2102002000	生命 1.0	命 0.9	人生 0.8	生活 0.7	人 0.6	人命 0.5	活着 0.3999999999999999	岁月 0.29999999999999993	活 0.19999999999999996	身体 0.09999999999999998
RESULT	生命.v 2102002009	人生 1.0	身体 0.9	性命 0.8	存在 0.7	活着 0.6	活命 0.5	灵魂 0.3999999999999999	活动 0.29999999999999993	本身 0.19999999999999996	活 0.09999999999999998
RESULT	生命.v 2102002014	活着 1.0	灵魂 0.9	存活 0.8	身体 0.7	寿命 0.6	性命 0.5	精神 0.3999999999999999	死亡 0.29999999999999993	余生 0.19999999999999996	活动 0.09999999999999998
RESULT	生命.v 2102016016	生命 1.0	命运 0.9	命 0.8	命脉 0.7	生活 0.6	性命 0.5	人生 0.3999999999999999	人命 0.29999999999999993	一生 0.19999999999999996	命根 0.09999999999999998
RESULT	也是.v 2101045025	更是 1.0	又是 0.9	就是 0.8	还是 0.7	既是 0.6	也 0.5	同时 0.3999999999999999	甚至 0.29999999999999993	而且 0.19999999999999996	同样 0.09999999999999998
RESULT	商户.v 2101045027	商户 1.0	客户 0.9	经营 0.8	企业 0.7	消费 0.6	用户 0.5	买家 0.3999999999999999	商人 0.29999999999999993	经销 0.19999999999999996	商家 0.09999999999999998
RESULT	命根子.v 2101045029	脉 1.0	灵魂 0.9	性命 0.8	根本 0.7	财富 0.6	根子 0.5	本钱 0.3999999999999999	根 0.29999999999999993	血脉 0.19999999999999996	魂灵 0.09999999999999998
RESULT	常.v 2102001004	常 1.0	总是 0.9	经常 0.8	往往 0.7	时常 0.6	通常 0.5	普遍 0.3999999999999999	惯 0.29999999999999993	习惯 0.19999999999999996	一般 0.09999999999999998
RESULT	比作.v 2102001008	看作 1.0	作为 0.9	比作 0.8	视为 0.7	看成 0.6	看做 0.5	视作 0.3999999999999999	当作 0.29999999999999993	等同 0.19999999999999996	放在 0.09999999999999998
RESULT	宝贵.v 2102002002	宝贵 1.0	珍贵 0.9	可贵 0.8	不可 0.7	稀缺 0.6	贵重 0.5	丰富 0.3999999999999999	高贵 0.29999999999999993	至宝 0.19999999999999996	稀有 0.09999999999999998
RESULT	热爱.v 2102002007	爱惜 1.0	爱 0.9	热爱 0.8	珍惜 0.7	珍爱 0.6	爱好 0.5	爱护 0.3999999999999999	关爱 0.29999999999999993	珍视 0.19999999999999996	喜欢 0.09999999999999998
RESULT	势必.v 2102002018	将 1.0	必将 0.9	会 0.8	可能 0.7	必定 0.6	就要 0.5	势必 0.3999999999999999	必然 0.29999999999999993	就 0.19999999999999996	必 0.09999999999999998
RESULT	打折扣.v 2102002020	打折扣 1.0	下降 0.9	跌 0.8	减 0.7	降低 0.6	打折 0.5	减少 0.3999999999999999	如前 0.29999999999999993	减小 0.19999999999999996	减低 0.09999999999999998
RESULT	道理.v 2102003001	道理 1.0	理论 0.9	意思 0.8	原理 0.7	的 0.6	理由 0.5	规律 0.3999999999999999	理 0.29999999999999993	理理 0.19999999999999996	事理 0.09999999999999998
RESULT	重视.v 2102003007	注重 1.0	重视 0.9	注意 0.8	关注 0.7	从重 0.6	着眼 0.5	着重 0.3999999999999999	强调 0.29999999999999993	提高 0.19999999999999996	从严 0.09999999999999998
RESULT	重视.v 2102005006	注重 1.0	重视 0.9	致力 0.8	关注 0.7	注意 0.6	坚持 0.5	不断 0.3999999999999999	十分 0.29999999999999993	着力 0.19999999999999996	在 0.09999999999999998
RESULT	难以.v 2102003018	难以 1.0	很难 0.9	无从 0.8	无法 0.7	没法 0.6	决不 0.5	未能 0.3999999999999999	极难 0.29999999999999993	难于 0.19999999999999996	未必 0.09999999999999998
RESULT	难以.v 2103019008	无法 1.0	未能 0.9	不能 0.8	难以 0.7	未 0.6	无从 0.5	不可 0.3999999999999999	没法 0.29999999999999993	不易 0.19999999999999996	没有 0.09999999999999998
RESULT	难以.v 2104008021	难以 1.0	不能 0.9	无法 0.8	无力 0.7	不可 0.6	很难 0.5	难于 0.3999999999999999	无从 0.29999999999999993	不易 0.19999999999999996	不堪 0.09999999999999998
RESULT	长久.v 2102003022	长久 1.0	持久 0.9	久久 0.8	永久 0.7	稳稳 0.6	长期 0.5	长远 0.3999999999999999	永远 0.29999999999999993	经久 0.19999999999999996	稳固 0.09999999999999998
RESULT	立足.v 2102003023	存活 1.0	立于 0.9	存在 0.8	生存 0.7	立足 0.6	占领 0.5	站稳 0.3999999999999999	占有 0.29999999999999993	留存 0.19999999999999996	发展 0.09999999999999998
RESULT	会战.v 2102004006	会战 1.0	战争 0.9	战斗 0.8	作战 0.7	抗战 0.6	战役 0.5	开战 0.3999999999999999	战事 0.29999999999999993	交战 0.19999999999999996	决战 0.09999999999999998
RESULT	主要.v 2102004009	主要 1.0	主体 0.9	负责 0.8	业务 0.7	专门 0.6	着重 0.5	重点 0.3999999999999999	首要 0.29999999999999993	专业 0.19999999999999996	重要 0.09999999999999998
RESULT	承担.v 2102004010	承担 1.0	负责 0.9	担负 0.8	担当 0.7	担任 0.6	承负 0.5	从事 0.3999999999999999	肩负 0.29999999999999993	负担 0.19999999999999996	承载 0.09999999999999998
RESULT	油田.v 2102004011	石油 1.0	储油 0.9	岩石 0.8	气田 0.7	山区 0.6	炼油 0.5	原油 0.3999999999999999	含油 0.29999999999999993	煤田 0.19999999999999996	柴油 0.09999999999999998
RESULT	钻井.v 2102004012	打井 1.0	采油 0.9	勘探 0.8	掘进 0.7	开采 0.6	凿井 0.5	探井 0.3999999999999999	石油 0.29999999999999993	储油 0.19999999999999996	深井 0.09999999999999998
RESULT	设备.v 2102004013	设备 1.0	器材 0.9	装置 0.8	器械 0.7	装备 0.6	仪器 0.5	器具 0.3999999999999999	设施 0.29999999999999993	配备 0.19999999999999996	系统 0.09999999999999998
RESULT	修理.v 2102004015	维修 1.0	维护 0.9	检修 0.8	更新 0.7	保养 0.6	清理 0.5	改造 0.3999999999999999	整修 0.29999999999999993	调理 0.19999999999999996	装修 0.09999999999999998
RESULT	井下工具.v 2102004017	下设 1.0	下工 0.9	下机 0.8	下装 0.7	器材 0.6	下附 0.5	器械 0.3999999999999999	工具 0.29999999999999993	器具 0.19999999999999996	下操 0.09999999999999998
RESULT	制造.v 2102004018	制造 1.0	制作 0.9	研制 0.8	加工 0.7	生产 0.6	锻造 0.5	装配 0.3999999999999999	打造 0.29999999999999993	开发 0.19999999999999996	建造 0.09999999999999998
RESULT	制造.v 2102015013	生产 1.0	制造 0.9	制作 0.8	建造 0.7	造 0.6	研制 0.5	出产 0.3999999999999999	设计 0.29999999999999993	铸造 0.19999999999999996	打造 0.09999999999999998
RESULT	任务.v 2102004019	任务 1.0	责任 0.9	业务 0.8	职责 0.7	作业 0.6	项目 0.5	使命 0.3999999999999999	事务 0.29999999999999993	重任 0.19999999999999996	活动 0.09999999999999998
RESULT	任务.v 2104015006	任务 1.0	工作 0.9	计划 0.8	项 0.7	业务 0.6	责任 0.5	作业 0.3999999999999999	工程 0.29999999999999993	要求 0.19999999999999996	规划 0.09999999999999998
RESULT	建厂.v 2102005000	建厂 1.0	兴建 0.9	工厂 0.8	设厂 0.7	建设 0.6	厂 0.5	创建 0.3999999999999999	始建 0.29999999999999993	办厂 0.19999999999999996	创办 0.09999999999999998
RESULT	始终.v 2102005005	始终 1.0	一贯 0.9	一直 0.8	一向 0.7	不断 0.6	坚持 0.5	一如 0.3999999999999999	自始 0.29999999999999993	历来 0.19999999999999996	持续 0.09999999999999998
RESULT	始终.v 2102015019	始终 1.0	持续 0.9	总 0.8	坚持 0.7	连年 0.6	连续 0.5	常年 0.3999999999999999	永远 0.29999999999999993	每年 0.19999999999999996	总是 0.09999999999999998
RESULT	强化.v 2102005007	强化 1.0	加强 0.9	提高 0.8	培养 0.7	锻炼 0.6	增强 0.5	实施 0.3999999999999999	抓好 0.29999999999999993	增加 0.19999999999999996	完善 0.09999999999999998
RESULT	强化.v 2107007010	加强 1.0	强化 0.9	严格 0.8	完善 0.7	提高 0.6	深化 0.5	增强 0.3999999999999999	规范 0.29999999999999993	抓好 0.19999999999999996	严加 0.09999999999999998
RESULT	全员.v 2102005008	全员 1.0	员工 0.9	职工 0.8	人员 0.7	全体 0.6	工人 0.5	团队 0.3999999999999999	组员 0.29999999999999993	成员 0.19999999999999996	队员 0.09999999999999998
RESULT	教育.v 2102005012	教育 1.0	培育 0.9	培养 0.8	培训 0.7	培植 0.6	教导 0.5	教化 0.3999999999999999	熏陶 0.29999999999999993	养成 0.19999999999999996	教学 0.09999999999999998
RESULT	使.v 2102005014	使 1.0	带动 0.9	让 0.8	役使 0.7	引领 0.6	令 0.5	促使 0.3999999999999999	以使 0.29999999999999993	致使 0.19999999999999996	把 0.09999999999999998
RESULT	使.v 2102008022	使 1.0	令 0.9	让 0.8	以使 0.7	将 0.6	确保 0.5	致使 0.3999999999999999	促使 0.29999999999999993	引导 0.19999999999999996	驱动 0.09999999999999998
RESULT	全体.v 2102005015	广大 1.0	团队 0.9	所有 0.8	各位 0.7	干部 0.6	每位 0.5	机关 0.3999999999999999	公司 0.29999999999999993	团体 0.19999999999999996	一班 0.09999999999999998
RESULT	全体.v 2102007007	全体 1.0	广大 0.9	组织 0.8	团队 0.7	我们 0.6	机关 0.5	集体 0.3999999999999999	所有 0.29999999999999993	公司 0.19999999999999996	企业 0.09999999999999998
RESULT	职工.v 2102005016	职工 1.0	工人 0.9	干部 0.8	人员 0.7	同志 0.6	成员 0.5	职员 0.3999999999999999	同工 0.29999999999999993	劳动 0.19999999999999996	队伍 0.09999999999999998
RESULT	职工.v 2102014005	职工 1.0	员工 0.9	工人 0.8	劳工 0.7	职员 0.6	干部 0.5	劳动 0.3999999999999999	雇工 0.29999999999999993	人员 0.19999999999999996	雇员 0.09999999999999998
RESULT	职工.v 2102014009	员工 1.0	同事 0.9	劳工 0.8	劳动 0.7	干部 0.6	人 0.5	群众 0.3999999999999999	雇员 0.29999999999999993	同工 0.19999999999999996	雇工 0.09999999999999998
RESULT	牢固.v 2102005017	牢固 1.0	坚固 0.9	坚持 0.8	坚决 0.7	牢牢 0.6	坚定 0.5	切实 0.3999999999999999	坚实 0.29999999999999993	充分 0.19999999999999996	扎扎 0.09999999999999998
RESULT	树立.v 2102005018	树立 1.0	确立 0.9	立足 0.8	坚持 0.7	构建 0.6	树起 0.5	铸造 0.3999999999999999	实现 0.29999999999999993	形成 0.19999999999999996	落实 0.09999999999999998
RESULT	信誉.v 2102005022	信誉 1.0	诚信 0.9	效益 0.8	品牌 0.7	服务 0.6	品质 0.5	声誉 0.3999999999999999	商誉 0.29999999999999993	品德 0.19999999999999996	售后 0.09999999999999998
RESULT	用户.v 2102005025	用户 1.0	客户 0.9	顾客 0.8	服务 0.7	消费 0.6	大众 0.5	满意 0.3999999999999999	售后 0.29999999999999993	诚信 0.19999999999999996	经营 0.09999999999999998
RESULT	至上.v 2102005026	至上 1.0	满意 0.9	为重 0.8	至尊 0.7	服务 0.6	为主 0.5	为先 0.3999999999999999	利益 0.29999999999999993	主导 0.19999999999999996	至好 0.09999999999999998
RESULT	思想.v 2102005028	思想 1.0	宗旨 0.9	理念 0.8	方针 0.7	观念 0.6	原则 0.5	指导 0.3999999999999999	思路 0.29999999999999993	态度 0.19999999999999996	概念 0.09999999999999998
RESULT	建立.v 2102005030	确立 1.0	完善 0.9	构建 0.8	组建 0.7	设立 0.6	制定 0.5	创立 0.3999999999999999	创建 0.29999999999999993	制订 0.19999999999999996	搭建 0.09999999999999998
RESULT	建立.v 2106004021	建立 1.0	树立 0.9	构建 0.8	成立 0.7	创立 0.6	拥立 0.5	拥有 0.3999999999999999	搭建 0.29999999999999993	形成 0.19999999999999996	确立 0.09999999999999998
RESULT	健全.v 2102005031	健全 1.0	完善 0.9	起 0.8	完备 0.7	完全 0.6	完成 0.5	健立 0.3999999999999999	壮大 0.29999999999999993	完整 0.19999999999999996	齐全 0.09999999999999998
RESULT	岗位.v 2102005034	岗位 1.0	目标 0.9	管理 0.8	项目 0.7	单位 0.6	任务 0.5	领导 0.3999999999999999	企业 0.29999999999999993	本岗 0.19999999999999996	人员 0.09999999999999998
RESULT	责任制.v 2102005035	责任制 1.0	负责制 0.9	承诺制 0.8	责任 0.7	任务 0.6	承包制 0.5	制度 0.3999999999999999	目标 0.29999999999999993	制 0.19999999999999996	管理 0.09999999999999998
RESULT	中心.v 2102005037	中心 1.0	核心 0.9	主体 0.8	主导 0.7	基础 0.6	中央 0.5	导向 0.3999999999999999	依据 0.29999999999999993	根本 0.19999999999999996	轴心 0.09999999999999998
RESULT	规章制度.v 2102005040	规章制度 1.0	度 0.9	法规 0.8	规范 0.7	管理制度 0.6	机制 0.5	标准 0.3999999999999999	程序 0.29999999999999993	规程 0.19999999999999996	条例 0.09999999999999998
RESULT	完善.v 2102005043	完善 1.0	改善 0.9	优化 0.8	改进 0.7	加强 0.6	提高 0.5	增强 0.3999999999999999	形成 0.29999999999999993	修改 0.19999999999999996	完备 0.09999999999999998
RESULT	主体.v 2102005049	主体 1.0	主导 0.9	核心 0.8	基础 0.7	根本 0.6	导向 0.5	主干 0.3999999999999999	支撑 0.29999999999999993	依据 0.19999999999999996	主线 0.09999999999999998
RESULT	工作.v 2102005052	活动 1.0	作 0.9	事务 0.8	作业 0.7	业务 0.6	事业 0.5	操作 0.3999999999999999	问题 0.29999999999999993	手段 0.19999999999999996	项目 0.09999999999999998
RESULT	工作.v 2102005056	操作 1.0	生产 0.9	服务 0.8	业务 0.7	施工 0.6	劳动 0.5	行业 0.3999999999999999	劳作 0.29999999999999993	运行 0.19999999999999996	劳务 0.09999999999999998
RESULT	工作.v 2102009009	工作 1.0	作业 0.9	管理 0.8	任务 0.7	工程 0.6	责任 0.5	事务 0.3999999999999999	问题 0.29999999999999993	事情 0.19999999999999996	监督 0.09999999999999998
